Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
958,20,RL,70.0,7420,Reg,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,417,640,1057,TA,1057,0,1057,0,1,0,3,TA,6,0,Detchd,1977.0,Fin,2,576,0,0,4,2007,WD,Normal,132000
959,20,RL,65.0,8450,Reg,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,699,638,1337,Ex,1337,0,1337,1,2,0,3,Gd,6,0,Attchd,2003.0,RFn,2,531,0,39,10,2007,WD,Normal,185000
960,160,FV,24.0,2572,Reg,FR2,Somerst,Twnhs,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,ALQ,604,92,696,Ex,696,720,1416,1,2,1,3,Gd,6,0,Detchd,1999.0,Unf,2,484,0,44,5,2010,WD,Normal,155000
963,160,RL,24.0,2308,Reg,Corner,NPkVill,TwnhsE,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,No,ALQ,556,248,804,TA,804,744,1548,1,2,1,3,Gd,7,1,Detchd,1976.0,Unf,2,440,48,0,7,2007,WD,Normal,155000
964,20,RL,122.0,11923,IR1,Corner,CollgCr,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,No,Unf,0,1800,1800,Ex,1800,0,1800,0,2,0,2,Ex,7,0,Attchd,2007.0,Fin,2,702,288,136,5,2009,WD,Normal,239000
965,60,RL,80.0,11316,Reg,Corner,Timber,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,No,GLQ,624,193,817,Ex,824,1070,1894,1,2,1,4,Gd,8,1,BuiltIn,2002.0,Fin,2,510,0,40,2,2010,WD,Normal,214900
966,60,RL,65.0,10237,Reg,Inside,Gilbert,1Fam,2Story,6,5,2005,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,783,783,Ex,783,701,1484,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,393,0,72,7,2007,New,Partial,178900
967,50,RL,130.0,9600,IR1,Inside,Crawfor,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,No,Rec,428,300,728,Ex,976,332,1308,1,1,1,2,TA,7,2,Detchd,1940.0,Unf,1,256,0,70,6,2009,WD,Normal,160000
970,190,RL,75.0,10382,Reg,Inside,NAmes,2fmCon,SLvl,6,5,1958,1958,Hip,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,Gd,ALQ,513,75,588,TA,1095,0,1095,1,1,0,2,TA,6,0,Attchd,1958.0,RFn,1,264,0,0,3,2006,ConLD,Normal,140000
972,160,RL,36.0,2268,Reg,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,No,GLQ,567,197,764,Ex,764,862,1626,0,2,0,2,Gd,6,0,BuiltIn,2003.0,RFn,2,474,0,27,7,2009,WD,Normal,173000
973,120,RL,55.0,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,Unf,0,918,918,TA,918,0,918,0,2,0,2,TA,5,1,Attchd,1979.0,Unf,1,264,28,0,4,2010,WD,Normal,99500
975,70,RL,60.0,11414,IR1,Corner,BrkSide,1Fam,2Story,7,8,1910,1993,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,No,Unf,0,728,728,TA,1136,883,2019,0,1,0,3,Gd,8,0,Detchd,1997.0,Unf,2,532,509,135,10,2009,WD,Normal,167500
979,20,RL,68.0,9450,Reg,Inside,Edwards,1Fam,1Story,4,5,1954,1954,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,552,342,894,Ex,894,0,894,0,1,0,3,TA,5,0,Detchd,1999.0,Unf,2,400,0,0,5,2007,WD,Abnorml,110000
980,20,RL,80.0,8816,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963,1963,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Rec,651,470,1121,TA,1121,0,1121,1,1,0,3,TA,5,0,Detchd,1963.0,Unf,2,480,0,80,6,2009,WD,Normal,139000
982,60,RL,98.0,12203,IR1,Corner,NoRidge,1Fam,2Story,8,5,1998,1999,Hip,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,No,GLQ,854,371,1225,Ex,1276,1336,2612,1,2,1,4,Gd,8,1,Attchd,1998.0,Fin,3,676,250,0,7,2009,WD,Normal,336000
983,20,RL,43.0,3182,Reg,Inside,Blmngtn,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,Av,Unf,0,1266,1266,Ex,1266,0,1266,0,2,0,2,Gd,6,1,Attchd,2007.0,Fin,2,388,100,16,3,2008,WD,Normal,159895
986,190,RL,68.0,10880,Reg,Inside,Edwards,2fmCon,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,1040,124,1164,TA,1164,0,1164,1,1,0,3,TA,5,0,Detchd,1950.0,Unf,1,240,0,48,8,2008,ConLD,Normal,125000
987,50,RM,59.0,5310,Reg,Corner,OldTown,1Fam,1.5Fin,6,8,1910,2003,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,485,485,Gd,1001,634,1635,0,1,0,2,Gd,5,0,Attchd,1950.0,Unf,1,255,394,0,6,2006,WD,Normal,117000
988,20,RL,83.0,10159,IR1,Inside,NridgHt,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,Av,GLQ,1646,284,1930,Ex,1940,0,1940,1,2,1,3,Ex,8,1,Attchd,2010.0,Fin,3,606,168,95,4,2010,New,Partial,395192
990,60,FV,65.0,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,770,770,Ex,778,798,1576,0,2,1,3,Gd,6,0,Attchd,2006.0,RFn,2,614,0,50,8,2006,New,Partial,197000
991,60,RL,82.0,9452,Reg,Inside,NoRidge,1Fam,2Story,8,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,423.0,Gd,TA,PConc,Gd,No,GLQ,1074,322,1396,Ex,1407,985,2392,1,2,1,3,Gd,7,1,Attchd,1997.0,Fin,3,870,0,70,6,2006,WD,Normal,348000
992,70,RM,121.0,17671,Reg,Corner,OldTown,1Fam,2Story,8,9,1882,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,No,BLQ,216,700,916,Gd,916,826,1742,0,1,1,4,Gd,8,1,Attchd,1925.0,Unf,2,424,0,169,11,2009,WD,Normal,168000
993,60,RL,80.0,9760,Reg,Inside,NAmes,1Fam,2Story,6,8,1964,1993,Hip,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,Gd,BLQ,536,169,822,Gd,1020,831,1851,0,2,1,3,Gd,7,1,Attchd,1964.0,RFn,2,440,239,42,7,2007,WD,Normal,187000
994,60,RL,68.0,8846,Reg,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,750,750,Ex,750,750,1500,0,2,1,3,Gd,6,0,Attchd,2005.0,RFn,2,564,0,35,8,2006,New,Partial,173900
995,20,RL,96.0,12456,Reg,FR2,NridgHt,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,Gd,GLQ,1172,528,1700,Ex,1718,0,1718,1,2,0,3,Ex,7,1,Attchd,2008.0,Fin,3,786,216,48,7,2009,WD,Normal,337500
996,50,RL,51.0,4712,IR1,Inside,BrkSide,1Fam,1.5Fin,4,7,1946,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,384,363,747,TA,774,456,1230,1,1,1,3,TA,5,0,Detchd,1946.0,Unf,1,305,0,57,8,2006,WD,Abnorml,121600
999,30,RM,60.0,9786,Reg,Inside,IDOTRR,1Fam,1Story,3,4,1922,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1007,1007,Fa,1077,0,1077,0,1,0,3,TA,6,1,Detchd,1922.0,Unf,1,210,0,100,5,2006,WD,Normal,91000
1000,20,RL,64.0,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,Gd,Av,GLQ,686,501,1187,Ex,1208,0,1208,1,2,0,2,Gd,6,0,Attchd,2006.0,RFn,2,632,105,61,2,2010,WD,Normal,206000
1002,30,RL,60.0,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,691,691,Ex,691,0,691,0,1,0,2,Ex,4,0,Detchd,1920.0,Unf,1,216,0,20,1,2007,WD,Abnorml,86000
1003,20,RL,75.0,11957,IR1,Inside,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,Gd,No,GLQ,24,1550,1574,Ex,1574,0,1574,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,824,144,104,7,2008,WD,Normal,232000
1005,120,RL,43.0,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,No,GLQ,16,1330,1346,Ex,1504,0,1504,0,2,0,1,Gd,7,1,Attchd,2005.0,Fin,2,457,156,0,5,2009,WD,Normal,181000
1006,80,RL,65.0,8385,Reg,Inside,CollgCr,1Fam,SLvl,5,8,1977,1977,Gable,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Av,GLQ,595,390,985,TA,985,0,985,0,2,0,3,TA,6,0,Attchd,1977.0,Unf,1,328,210,0,11,2008,WD,Normal,149900
1008,160,RM,21.0,2217,Reg,Inside,MeadowV,TwnhsE,2Story,4,4,1970,1970,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,BLQ,273,0,546,TA,546,546,1092,0,1,1,3,TA,6,0,Attchd,1970.0,RFn,1,286,238,0,8,2009,WD,Normal,88000
1009,20,RL,43.0,12118,IR1,CulDSac,Mitchel,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,Mn,Unf,0,1710,1710,Ex,1710,0,1710,0,2,0,3,Gd,7,1,Attchd,2004.0,Fin,2,550,100,48,4,2009,WD,Normal,240000
1011,50,RL,115.0,21286,Reg,Inside,Sawyer,1Fam,1.5Fin,5,5,1948,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,720,720,TA,720,551,1271,0,2,0,4,TA,7,1,Attchd,1948.0,Unf,1,312,0,0,8,2008,WD,Normal,135000
1013,70,RL,55.0,10592,Reg,Inside,Crawfor,1Fam,2Story,6,7,1923,1996,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,No,Unf,0,602,602,TA,900,602,1502,0,1,1,3,Gd,7,2,Detchd,1923.0,Unf,1,180,96,0,8,2007,WD,Normal,165000
1014,30,RM,60.0,7200,Reg,Inside,OldTown,1Fam,1Story,5,4,1910,2006,Hip,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,No,ALQ,247,310,1022,TA,1022,0,1022,1,1,0,2,TA,4,0,Detchd,1956.0,Unf,1,280,0,30,6,2009,WD,Normal,85000
1015,20,RL,60.0,11664,Reg,Inside,NAmes,1Fam,1Story,6,5,1948,1950,Gable,MetalSd,MetalSd,BrkFace,206.0,TA,TA,CBlock,TA,No,BLQ,336,746,1082,TA,1082,0,1082,0,1,0,2,TA,5,1,Detchd,1948.0,Unf,1,240,0,130,11,2007,WD,Normal,119200
1016,60,RL,70.0,8400,Reg,Inside,NWAmes,1Fam,2Story,8,6,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,643,167,810,Ex,810,855,1665,1,2,1,3,Gd,6,0,Attchd,2001.0,Fin,2,528,0,45,11,2009,WD,Normal,227000
1017,20,RL,73.0,11883,Reg,Inside,CollgCr,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,Gd,GLQ,690,814,1504,Ex,1504,0,1504,1,2,0,3,Gd,6,1,Attchd,1996.0,Fin,2,478,115,66,6,2009,WD,Normal,203000
1020,120,RL,43.0,3013,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,Gd,GLQ,16,1346,1362,Ex,1506,0,1506,0,2,0,2,Gd,6,1,Attchd,2005.0,Fin,2,440,142,20,4,2006,WD,Normal,213490
1021,20,RL,60.0,7024,Reg,Inside,Edwards,1Fam,1Story,4,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,1024,108,1132,Ex,1132,0,1132,1,1,1,2,Gd,5,0,Attchd,2005.0,Fin,2,451,252,64,6,2008,WD,Normal,176000
1022,20,RL,64.0,7406,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,Av,GLQ,684,515,1199,Ex,1220,0,1220,1,2,0,2,Gd,6,0,Attchd,2006.0,RFn,2,632,105,54,7,2006,New,Partial,194000
1023,50,RM,52.0,9439,Reg,Inside,OldTown,1Fam,1.5Fin,5,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,324,588,912,Gd,912,336,1248,0,1,0,2,TA,6,0,Detchd,1957.0,Unf,1,160,0,0,3,2007,WD,Normal,87000
1024,120,RL,43.0,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,No,GLQ,16,1330,1346,Ex,1504,0,1504,0,2,0,2,Gd,7,1,Attchd,2005.0,Fin,2,437,156,20,5,2008,WD,Normal,191000
1026,20,RL,70.0,7700,Reg,Corner,CollgCr,1Fam,1Story,5,5,1972,1972,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,138,276,882,TA,882,0,882,1,1,0,3,TA,5,0,Detchd,1980.0,Unf,2,461,96,0,3,2007,WD,Normal,112500
1027,20,RL,73.0,9300,Reg,Inside,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,No,Rec,697,571,1268,TA,1264,0,1264,1,1,0,3,TA,6,2,Attchd,1960.0,Unf,2,461,0,0,4,2010,WD,Normal,167500
1028,20,RL,71.0,9520,IR1,Inside,Timber,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,338.0,Gd,TA,PConc,Gd,Gd,GLQ,1513,125,1638,Ex,1646,0,1646,1,2,0,3,Gd,7,1,Attchd,2008.0,RFn,3,800,192,44,4,2008,New,Partial,293077
1029,50,RL,79.0,9492,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,1941,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,Rec,368,359,768,TA,968,408,1376,1,1,0,3,TA,6,1,Attchd,1941.0,Unf,1,240,0,0,4,2007,WD,Normal,105000
1030,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,7,1972,1972,Gable,HdBoard,HdBoard,BrkFace,281.0,TA,TA,CBlock,TA,No,BLQ,317,355,672,Gd,672,546,1218,0,1,1,3,TA,7,0,Detchd,1972.0,Unf,1,264,0,28,5,2006,WD,Normal,118000
1032,75,RL,102.0,15863,Reg,Corner,SWISU,1Fam,2.5Fin,7,3,1920,1970,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,No,GLQ,523,301,824,Ex,1687,998,3082,1,2,1,5,TA,12,2,Basment,1970.0,Fin,2,672,136,63,8,2009,WD,Normal,197000
1035,30,RL,50.0,6305,Reg,Inside,Crawfor,1Fam,1Story,5,7,1938,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,No,Unf,0,920,920,Ex,954,0,954,0,1,0,2,Fa,5,1,Basment,1938.0,Unf,1,240,0,0,6,2007,WD,Normal,119750
1037,20,RL,89.0,12898,IR1,Inside,Timber,1Fam,1Story,9,5,2007,2008,Hip,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,Gd,GLQ,1022,598,1620,Ex,1620,0,1620,1,2,0,2,Ex,6,1,Attchd,2008.0,Fin,3,912,228,0,9,2009,WD,Normal,315500
1040,180,RM,21.0,1477,Reg,Inside,MeadowV,TwnhsE,SFoyer,4,4,1970,1970,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,509,121,630,TA,630,0,630,1,1,0,1,TA,3,0,Attchd,1970.0,Unf,1,286,0,0,4,2009,WD,Normal,80000
1041,20,RL,88.0,13125,Reg,Corner,Sawyer,1Fam,1Story,5,4,1957,2000,Gable,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,No,Rec,168,284,1134,Ex,1803,0,1803,1,2,0,3,TA,8,1,Attchd,1957.0,RFn,2,484,0,0,1,2006,WD,Normal,155000
1043,120,RL,34.0,5381,IR1,Inside,NridgHt,Twnhs,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,Av,ALQ,900,406,1306,Ex,1306,0,1306,1,2,0,1,Gd,5,1,Attchd,2005.0,RFn,2,624,170,63,8,2009,WD,Normal,196000
1044,60,RL,86.0,11839,Reg,Inside,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,No,GLQ,1085,390,1475,Ex,1532,797,2329,1,2,1,4,Gd,10,1,Attchd,1990.0,Unf,2,514,192,121,5,2008,WD,Normal,262280
1045,20,RL,80.0,9600,Reg,Inside,NWAmes,1Fam,1Story,8,5,1981,1981,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,No,ALQ,1104,1420,2524,TA,2524,0,2524,1,2,1,4,Gd,9,1,Attchd,1981.0,Fin,2,542,474,120,7,2009,WD,Normal,278000
1047,60,RL,85.0,16056,IR1,Inside,StoneBr,1Fam,2Story,9,5,2005,2006,Hip,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,Av,GLQ,240,1752,1992,Ex,1992,876,2868,0,3,1,4,Ex,11,1,BuiltIn,2005.0,Fin,3,716,214,108,7,2006,New,Partial,556581
1048,20,RL,57.0,9245,IR2,Inside,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,686,304,990,Ex,990,0,990,0,1,0,3,TA,5,0,Detchd,1996.0,Unf,2,672,0,0,2,2008,WD,Normal,145000
1051,20,RL,73.0,8993,IR1,Inside,Gilbert,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1302,1302,Ex,1302,0,1302,0,2,0,3,Gd,6,0,Attchd,2007.0,Fin,2,436,0,22,8,2007,New,Partial,176485
1052,20,RL,103.0,11175,IR1,Corner,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1316,1316,Ex,1316,0,1316,0,2,0,3,Gd,6,1,Attchd,2007.0,Fin,2,440,0,20,10,2007,New,Partial,200141
1053,60,RL,100.0,9500,Reg,Corner,NAmes,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,No,Rec,442,374,816,TA,1127,850,1977,0,1,1,4,TA,9,1,Attchd,1964.0,RFn,2,540,0,52,6,2007,WD,Normal,165000
1054,20,RL,68.0,8562,Reg,Inside,Edwards,1Fam,1Story,5,6,1957,2002,Hip,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,Av,Rec,383,833,1216,Ex,1526,0,1526,0,1,0,4,TA,7,1,Basment,1957.0,Unf,1,364,116,78,5,2010,WD,Normal,144500
1055,60,RL,90.0,11367,Reg,Corner,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,Mn,GLQ,932,133,1065,Ex,1091,898,1989,1,2,1,3,Gd,7,1,Attchd,2002.0,Fin,2,586,199,60,11,2006,WD,Normal,255000
1056,20,RL,104.0,11361,Reg,Inside,NWAmes,1Fam,1Story,6,5,1976,1976,Gable,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,No,ALQ,644,549,1193,TA,1523,0,1523,0,2,0,3,TA,7,1,Attchd,1976.0,Fin,2,478,0,0,5,2008,COD,Abnorml,180000
1057,120,RL,43.0,7052,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,Av,GLQ,659,705,1364,Ex,1364,0,1364,1,2,0,2,Gd,6,1,Attchd,2005.0,RFn,2,484,192,36,6,2006,WD,Normal,185850
1059,60,RL,96.0,11308,IR1,Inside,NridgHt,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,Av,GLQ,936,168,1104,Ex,1130,1054,2184,1,2,1,3,Ex,10,1,Attchd,2008.0,Fin,3,836,0,102,7,2009,WD,Normal,335000
1061,120,RL,41.0,4920,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2001,2001,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,616,722,1338,Ex,1338,0,1338,1,2,0,2,Gd,6,0,Attchd,2001.0,Fin,2,582,0,0,4,2010,WD,Normal,213500
1062,30,C (all),120.0,18000,Reg,Inside,IDOTRR,1Fam,1Story,3,4,1935,1950,Gable,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,No,Unf,0,894,894,TA,894,0,894,0,1,0,2,TA,6,0,Detchd,1994.0,RFn,3,1248,0,20,8,2008,ConLD,Normal,81000
1063,190,RM,85.0,13600,Reg,Inside,OldTown,2fmCon,2Story,5,5,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,662,662,TA,1422,915,2337,0,2,0,5,TA,10,0,Detchd,1945.0,Unf,2,560,0,57,9,2007,WD,Normal,90000
1064,30,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,397,706,1103,Gd,1103,0,1103,0,1,0,2,Gd,5,1,Detchd,1976.0,Unf,2,440,166,120,7,2006,WD,Normal,110500
1066,60,RL,80.0,14000,Reg,Inside,ClearCr,1Fam,2Story,7,5,1996,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,Gd,GLQ,1201,105,1306,Ex,1306,954,2260,1,2,1,3,Gd,7,0,Attchd,1996.0,RFn,2,533,296,44,4,2010,WD,Normal,328000
1067,60,RL,59.0,7837,IR1,Inside,Gilbert,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,799,799,Gd,799,772,1571,0,2,1,3,TA,7,1,Attchd,1993.0,RFn,2,380,0,40,5,2009,WD,Normal,178000
1068,60,RL,80.0,9760,Reg,Inside,NAmes,1Fam,2Story,6,6,1964,1964,Gable,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,Gd,GLQ,674,0,780,TA,798,813,1611,1,1,1,4,TA,7,0,Attchd,1964.0,RFn,2,442,328,128,6,2008,WD,Normal,167900
1069,160,RM,42.0,3964,Reg,Inside,MeadowV,TwnhsE,2Story,6,4,1973,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,No,ALQ,837,105,942,Gd,1291,1230,2521,1,2,1,5,TA,10,1,Attchd,1973.0,Fin,2,576,728,20,6,2006,WD,Normal,151400
1070,45,RL,60.0,9600,Reg,Inside,NAmes,1Fam,1.5Unf,5,7,1949,2003,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,220,625,845,TA,893,0,893,0,1,0,2,Gd,4,0,Detchd,1985.0,Unf,2,576,0,0,5,2007,WD,Normal,135000
1071,20,RL,72.0,10152,Reg,Inside,NAmes,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,No,BLQ,586,462,1048,TA,1048,0,1048,1,1,0,3,TA,6,0,Attchd,1956.0,Unf,1,286,0,20,6,2007,WD,Normal,135000
1072,60,RL,78.0,11700,Reg,Inside,NWAmes,1Fam,2Story,6,6,1968,1968,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,298,429,727,Ex,829,727,1556,0,1,1,4,TA,8,0,Attchd,1968.0,Unf,2,441,0,0,5,2009,WD,Normal,154000
1073,50,RL,50.0,7585,Reg,Inside,Edwards,1Fam,1.5Fin,5,3,1948,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Mn,Unf,0,810,810,Fa,1002,454,1456,1,1,0,4,TA,7,1,Detchd,1954.0,Unf,1,280,0,0,8,2006,WD,Normal,91500
1074,60,RL,75.0,7950,IR1,Corner,Edwards,1Fam,2Story,6,6,1977,1977,Hip,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,No,BLQ,535,155,690,TA,698,728,1426,0,1,1,3,TA,6,0,Attchd,1977.0,Fin,2,440,252,0,7,2009,WD,Normal,159500
1075,20,RL,74.0,8556,Reg,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1240,1240,Ex,1240,0,1240,0,2,0,2,Gd,5,0,Attchd,2006.0,RFn,3,826,140,93,5,2007,WD,Normal,194000
